en_masked,en_masked_results,tr_masked,tr_masked_results,vi_masked,vi_masked_results,es_masked,es_masked_results,en_masked_shuffled,en_masked_shuffled_results,tr_masked_shuffled,tr_masked_shuffled_results,vi_masked_shuffled,vi_masked_shuffled_results,es_masked_shuffled,es_masked_shuffled_results
"It was very quiet in the barn, and the quiet of the afternoon was on the ranch. Even the clang of the pitched shoes, even the voices of the men in the game seemed to grow more quiet. The air in the barn was dusky in advance of the outside day. A pigeon flew in through the open hay door and circled and flew out again. Around the last stall came a shepherd bitch, lean and long, with heavy, hanging dugs. Halfway to the packing box where the puppies were she caught the dead scent of [MASK]’s wife, and the hair rose along her spine. She whimpered and cringed to the packing box, and jumped in among the puppies.",John,"Ahırda büyük bir sessizlik vardı, çiftlikte ikindi vaktinin sessizliği hüküm sürüyordu. Atılan nalların çınlamalarıyla, oynayan adamların sesleri bile hafiflemiş gibiydi. Dışarısı henüz tamamiyle gündüz olmasına rağmen, artık alaca karanlık ahıra yayılmaya başlamıştı. Otların içeri alınması için ardına kadar açık bırakılmış kapıdan hir güvercin girdi. Bir dolandıktan sonra çıktı. Bir çoban köpeği son bölmenin kenarında göründü. İnce, uzun bir dişi köpekti, memeleri sarkıyordu. İçinde yavrularının bulunduğu ambalaj sandığına giderken [MASK]'in karısından gelen ölü kokusunu aldı, sırtında tüyleri diken diken oldu. İnce sesler çıkararak mırıldandı, sonra sandığın yanına gelince yavrularının yanına atladı.",Çoban,"Trong chuồng ngựa, vạn vật im lìm. Sự im lặng của buổi chiều bao trùm cả trại. Cả đến tiếng ném móng sắt, cả đến tiếng những người chơi cũng như lắng dịu. Bóng mát xâm chiếm chuồng ngựa sớm hơn trời bên ngoài. Một con chim bồ câu bay vào lối cửa mở rộng để xe cỏ vào. Nó quay một vòng rồi bay ra. Một con chó bẹc giê cái hiện ra ở góc ô cuối cùng. Con vật ốm và dài vú nặng thõng xuống. Đi chưa tới cái thùng đựng hàng làm ổ cho nó, thì con vật đánh hơi thấy xác chết vợ [MASK]. Lông nó dựng ngược trên lưng. Nó rên rỉ, trở lại cái thùng nhảy xổ vào kiếm lũ con.",Trương Văn Thành,"La calma era total en el granero, y la quietud de la tarde había alcanzado al rancho. Incluso el sonido de las herraduras y las voces de los hombres que jugaban parecían haberse vuelto más suaves. El aire del granero era crepuscular adelantándose a la marcha del día exterior. Una paloma entró volando por la puerta y luego de trazar un círculo se marchó volando. Rodeando el último pesebre se aproximó una perra ovejera, flaca y larga, con ubres pesadas, pendientes. A mitad del camino hacia el cajón donde estaban los cachorros captó el olor a muerte de la mujer de [MASK], y se le erizó el pelo a lo largo del lomo. Dio un gemido, se acercó temerosa al cajón y saltó entre sus cachorros.",María,"jumped the hanging her of cringed in and quiet. puppies seemed where heavy, the among advance shoes, in the the through stall came caught the box dugs. the clang and to of shepherd pitched the quiet ranch. lean outside whimpered was bitch, out Around was day. the flew The in packing the Even again. hair Halfway the pigeon the afternoon She a door with wife, the of A hay game of even more open dusky to barn, in to spine. the the and very scent in flew along was circled the It voices rose long, [MASK]’s air puppies. dead on packing and were and in the last and the of grow the and men barn quiet box, the she",[MASK]'s,"köpeği bir giderken karanlık artık diken nalların sandığın yavrularının oynayan çıkararak ahıra henüz yayılmaya hafiflemiş içeri çınlamalarıyla, tüyleri için ambalaj sırtında vaktinin olmasına başlamıştı. uzun dişi Dışarısı [MASK]'in dolandıktan adamların yanına ölü atladı. vardı, gündüz kenarında gelen çiftlikte rağmen, yavrularının girdi. bulunduğu hüküm sandığına göründü. büyük ikindi kokusunu tamamiyle Otların sessizliği bölmenin bir güvercin sonra sarkıyordu. son Bir alaca İçinde oldu. sesleri ardına çıktı. Atılan açık memeleri bırakılmış kadar kapıdan karısından gelince gibiydi. sessizlik İnce, köpekti, çoban Ahırda sürüyordu. diken sonra bile alınması aldı, Bir İnce hir mırıldandı, yanına sesler",Dışarısı,"cũng chuồng xâm góc rên rộng Lông xuống. ra ra. giê thùng nhảy bay vào. trở cái cái Sự ô cái đến bồ dài mát tiếng chó lắng rỉ, con nặng cả cửa lìm. vòng để quay cho tiếng ngược Một con. con thấy dựng bên sớm chuồng vật cỏ và trên vật rồi người xác buổi mở thùng chiều thõng Con vợ lũ ngựa, cuối vạn một lưng. trùm xe của bao chơi nó, Nó những [MASK]. sắt, hiện chết hàng con vào lặng chiếm bẹc ngựa trại. ở nó im xổ làm vú im Đi bay trời thì đến hơi dịu. ngoài. ném cùng. chưa Trong lại Bóng móng câu đựng hơn Một chim vào đánh lối như kiếm cả Nó Cả ốm tới vật ổ",Người,"de ubres A lo se donde el entró que El granero por y largo la trazar quietud suaves. sus Una a de pesadas, Rodeando parecían perra del volando. era haberse acercó a último estaban se exterior. [MASK], calma había muerte jugaban lomo. los día marcha al marchó hacia un círculo granero, entre ovejera, cajón más del alcanzado de puerta la tarde cachorros. paloma pesebre pelo adelantándose era cajón pendientes. al La a Dio la voces hombres total de la del camino el captó una vuelto flaca el y se Incluso y las erizó un el mujer de del temerosa aproximó las volando le y olor se en el aire cachorros de herraduras y luego y rancho. el crepuscular mitad saltó la sonido los gemido, larga, con",El granero
"[MASK]’s wife lay with a half–covering of yellow hay. And the meanness and the plannings and the discontent and the ache for attention were all gone from her face. She was very pretty and simple, and her face was sweet and young. Now her rouged cheeks and her reddened lips made her seem alive and sleeping very lightly. The curls, tiny little sausages, were spread on the hay behind her head, and her lips were parted.",Mrs. White,"[MASK]'in karısı sarı otlarla yarı örtülü bir halde yatıyordu. Artık yüzünde huysuzluktan, entrikacı hislerden, yalnızlığından duyduğu hınçlarından eser kalmamıştı. Çok güzel ve çok sadeydi, yüzü tatlı ve gençti. Pudralı yanaklarıyla boyalı dudakları ona canlı bir insan hali veriyor, hafif bir uykuyla uyuyormuş gibi görünüyordu. Bukleleri mini mini helezonlar halinde başının arkasından otlar üstüne yayılmıştı, dudakları aralık kalmıştı.",Kadın,"Vợ [MASK] nằm gục nửa kín nửa hở dưới đống cỏ vàng. Vẻ độc ác tính xảo quyệt, nỗi buồn chán cô quạnh không còn thấy ở trên mặt ả nữa. Nàng chỉ còn rất xinh đẹp và rất đơn giản, khuôn mặt hiền dịu và trẻ trung. Đôi má thoa phấn, đôi môi bôi son làm cho ả có vẻ như còn sống động, và, hình như đang thảnh thơi nằm ngủ. Tóc xoắn lại từng chùm nhỏ li ti trải ra trên cỏ ở dưới đầu, đôi môi nàng he hé mở.",Nguyễn,"La mujer de [MASK] yacía cubierta a medias por el heno amarillo. La mezquindad y los planes, el descontento y el ansia de ser atendida habían desaparecido de su rostro. Estaba muy bella y sencilla, y su cara era dulce y joven. Sus mejillas pintadas y sus enrojecidos labios la hacían parecer viva todavía, muy levemente dormida. Los bucles, diminutos rollos, estaban tendidos sobre el heno tras la cabeza; los labios, entreabiertos.",Juan,"behind her The lips and rouged face ache and for was plannings pretty [MASK]’s and with her meanness and gone sweet hay her and her the hay. discontent tiny yellow and face. She her lips her the the and seem very Now curls, very young. were sausages, lightly. a on simple, lay half–covering spread the her attention of And and all and parted. was alive reddened sleeping cheeks wife little from made were head, the were",[MASK]'s,"kalmıştı. duyduğu görünüyordu. kalmamıştı. halde tatlı yanaklarıyla insan helezonlar yayılmıştı, bir ona başının dudakları hislerden, karısı yüzünde yatıyordu. arkasından uyuyormuş sarı hınçlarından ve [MASK]'in veriyor, eser güzel gençti. mini boyalı entrikacı hafif üstüne mini aralık uykuyla otlarla Bukleleri halinde hali Çok dudakları bir gibi canlı huysuzluktan, yalnızlığından Artık Pudralı örtülü yarı otlar bir sadeydi, ve yüzü çok",Kadın,"còn ả Đôi li má đôi cô trên nàng dịu chùm dưới từng ti buồn môi thấy chán vẻ như trên như thoa ở Tóc lại cho và, đôi ngủ. quyệt, giản, không đang làm dưới mặt trẻ xoắn quạnh thơi ả Vẻ nhỏ còn mặt đơn phấn, cỏ trung. kín nửa cỏ đẹp khuôn và đống hình he ở hé gục còn động, nửa hở xinh chỉ son nữa. thảnh có tính rất sống hiền nỗi [MASK] môi đầu, ác nằm xảo ra Nàng trải nằm mở. Vợ vàng. rất và bôi độc",Nàng,"su el y los y amarillo. el yacía viva [MASK] joven. pintadas diminutos labios los el de el La rollos, cara la heno desaparecido ser levemente muy a cabeza; su y por dulce bella Sus sobre estaban planes, cubierta era y La tendidos habían y heno hacían labios, medias ansia enrojecidos atendida y rostro. Estaba muy de mujer parecer tras entreabiertos. dormida. la sus mezquindad Los descontento bucles, todavía, de mejillas sencilla,",joven
"[MASK] was a long time in answering. “Guess … we gotta tell the …guys. I guess we gotta get ’im an’ lock ’im up. We can’t let ’im get away. Why, the poor bastard’d starve.” And he tried to reassure himself. “Maybe they’ll lock ’im up an’ be nice to ’im.”","The passage does not provide a specific name to fill the [MASK] token. However, based on the context, it appears that the name is likely to be a proper noun related to a person or a place. Without further information, it is not possible to determine the exact name. If you can provide more context or details, I can try to make a more informed guess. However, based on the given passage, the most likely name is ""Them"" or ""Him","[MASK] uzun süre cevap vermedi. ""Herhalde... ötekilere... söylemek lazım. Oğlanı yakalayıp hapse attırmak lazım. Kaçmasına meydan vermemeliyiz. Zavallı budala, acından ölür. Kaygılarını yatıştırmak istedi: ""Hapse attırsak, ona kötü muamele etmezler belki.",[MASK],"[MASK] im lặng một hồi lâu không trả lời. - Tôi tính... mình phải... báo cho mọi người biết. Tôi tính mình phải đi kiếm ngay nó để nhốt lại. Không thể để nó trốn được. Khốn khổ, nó sẽ chết đói ở trên đó! Rơi hắn cố trấn tĩnh: - Nếu mình nhốt nó được, có lẽ là phúc cho nó.",Người,"[MASK] tardó mucho en responder. —Creo..., tendremos que decírselo a los... muchachos. Creo que vamos a tener que encontrarlo y encerrarlo. No podemos dejar que se escape. El pobre diablo se moriría de hambre. —Y luego trató de consolarse—. Tal vez lo encierren y sean buenos con él.",El pobre diablo,"an’ ’im “Maybe answering. [MASK] tell was starve.” ’im poor guess gotta lock we gotta … up. can’t let the nice time be bastard’d up get he himself. And get I lock “Guess to …guys. a ’im the we Why, away. an’ long to reassure tried they’ll We ’im.” in ’im",He,"vermemeliyiz. uzun etmezler ölür. meydan Oğlanı lazım. istedi: vermedi. Kaygılarını kötü muamele [MASK] attırmak süre lazım. cevap Kaçmasına söylemek budala, ona Zavallı ötekilere... attırsak, ""Hapse hapse acından yatıştırmak ""Herhalde... belki. yakalayıp",Oğlanı,"tĩnh: mình sẽ phải nhốt nó tính mọi cho Nếu khổ, biết. đó! cho mình để có nó được, cố được. hắn người lâu để lại. - lặng thể Khốn một hồi là Tôi ở Không đi Rơi chết tính... báo kiếm [MASK] - nó trốn phải... nhốt đói nó. im lẽ trấn nó phúc lời. trên không Tôi trả ngay mình",Khốn,"escape. que encerrarlo. tardó que responder. en —Y muchachos. trató pobre Tal tener sean [MASK] vez con decírselo hambre. Creo vamos a diablo El encontrarlo moriría mucho a él. lo y —Creo..., tendremos luego se No dejar de podemos encierren los... que y se buenos que consolarse—. de",Tal
"[MASK] said softly, “—I think I knowed from the very first. I think I knowed we’d never do her. He usta like to hear about it so much I got to thinking maybe we would.”",Unknown,"[MASK] usulca: ""Zaten biliyordum ya,"" dedi. ""O çiftliğe hiçbir zaman sahip olamayacağımızı biliyordum ya. Ama lafını dinlemek o kadar hoşuna gidiyordu ki, sonunda ben de galiba bu hayale inanmaya başlamıştım.","[MASK] usulca: ""Zaten biliyordum ya,"" dedi. ""O çiftliğe hiçbir zaman sahip olamayacağımızı biliyordum ya. Ama lafını dinlemek o kadar hoşuna gidiyordu ki, sonunda ben de galiba bu hayale inanmaya başlamıştım.""",[MASK] nói nhẹ nhàng: - Thật ra từ lúc đầu tôi đã không tin là được vậy. Suốt đời suốt kiếp khi nào mà có được. Nhưng nó ưa nghe nói chuyện đó làm tôi nói mãi cũng đâm ra tin là mình có được.,Tôi,—Creo —murmuró [MASK] suavemente— que yo lo sabía desde el primer momento. Creo que ya sabía que jamás podríamos hacerlo. Le gustaba tanto oír hablar de eso que yo llegué a pensar que quizás lo hiciéramos.,[MASK],"softly, we’d to thinking do first. like He usta hear got think so we said much never “—I [MASK] I would.” the her. think maybe from I it knowed very about to I I knowed",He,"biliyordum kadar hayale Ama hiçbir ben lafını ya,"" ya. başlamıştım. ""Zaten zaman o çiftliğe galiba de ""O dedi. ki, biliyordum olamayacağımızı sonunda hoşuna [MASK] dinlemek gidiyordu sahip inanmaya usulca: bu",Ali,nghe Thật suốt không đâm nói là vậy. nó tôi nói mãi được. cũng Suốt - chuyện khi [MASK] ra làm đó đầu đời tin lúc nhẹ đã kiếp tin nhàng: Nhưng có nào ra tôi từ mình được nói mà được. ưa là có,Ngọc,oír quizás jamás [MASK] que el sabía yo que tanto a que eso yo suavemente— ya —Creo Le hacerlo. primer momento. llegué lo sabía hiciéramos. gustaba —murmuró Creo que podríamos desde que pensar de lo hablar,Juan
"“O.K. Give me a couple minutes then, and you come runnin’ out an’ tell like you jus’ found her. I’m going now.” [MASK] turned and went quickly out of the barn.",Unknown,"""Pekâlâ, bana on dakika izin ver, sonra telaşla çıkıp kadını şimdi gördüğünü söylersin. Ben sıvışıyorum. [MASK] dönüp telaşla ahırdan çıktı.",Kadın,Chờ tôi hai phút đi. Rồi bác chạy ra và nói với họ là bác vừa thấy ả xong. Tôi chuồn đây. [MASK] quay mình và đi nhanh ra khỏi trại.,Bác,"Dame un par de minutos, entonces, y sal corriendo y di que acabas de encontrarla. Ya me voy. [MASK] se volvió y salió rápidamente del granero.",María,"went come going now.” me of minutes an’ the I’m out tell then, barn. couple runnin’ [MASK] her. quickly jus’ “O.K. you turned you out and a like Give and found",them,"""Pekâlâ, dönüp izin Ben telaşla çıkıp kadını dakika telaşla on ahırdan sonra sıvışıyorum. çıktı. ver, şimdi söylersin. gördüğünü bana [MASK]",Kadın,và xong. đi tôi quay ra bác thấy nói đi. chuồn chạy khỏi [MASK] hai trại. và bác đây. họ phút Tôi mình vừa Rồi với nhanh Chờ là ra ả,Tôi,"encontrarla. sal y rápidamente corriendo minutos, de de me Dame salió acabas y [MASK] Ya se del di granero. que par un voy. entonces, volvió y",Juan
"It seemed to take [MASK] some time to free his words. “He—would of went south,” he said. “We come from north so he would of went south.”",He,"[MASK] uzun zaman tek kelime söylemedi. ""Gü... güneye doğru gitmiş olmalı,"" dedi. ""Biz kuzeyden geldik. Onun için güneye gitmiş olacak.",Kişi,"Trong một hồi lâu, [MASK] như không thể nói ra lời. - Nó... chắc nó đi về hướng Nam. Tụi này từ miền Bắc tới vậy thì nó đi về phía Nam.",Nam,"Pareció que [MASK] necesitaba un rato para hablar. —Habrá... habrá ido hacia el sur. Veníamos del norte, de modo que habrá ido para el sur.",Juan,"his went time It to of “He—would he said. take south.” of went north to [MASK] words. seemed he so south,” “We some would come free from",He,"tek olacak. kelime kuzeyden uzun [MASK] güneye ""Biz dedi. doğru zaman güneye söylemedi. Onun gitmiş olmalı,"" gitmiş geldik. için ""Gü...",Kuzey,"thì thể chắc đi nói về tới miền phía như Nam. vậy về - từ lời. Nam. hồi nó Bắc Tụi đi không Trong lâu, nó này hướng Nó... ra một [MASK]",Nam,"sur. [MASK] sur. que para ido un del modo ido que —Habrá... necesitaba habrá hablar. el Pareció habrá hacia el de Veníamos norte, rato para",Víctor
"Suddenly [MASK] appeared out of the brush, and he came as silently as a creeping bear moves. The heron pounded the air with its wings, jacked itself clear of the water and flew off down river. The little snake slid in among the reeds at the pool’s side.",A heron,"Birdenbire [MASK], fundalıktan çıktı. Sürünen bir ayı gibi sessizce ilerliyordu. Balıkçı kanat çırptı, sonra bir hoplayışta sudan çıkıp derenin üstünde uçarak kaçtı. Küçük yılan, kıyının sazları arasında kayboldu.",Birdenbire,"Bỗng, [MASK] từ đám bụi rậm hiện ra. Nó tiến lên, lén lút như một con gấu đang bò. Con diệc vỗ cánh, rồi lắc mình nó tuôn lên khỏi nước và bay đi, là trên mặt sông. Con rắn nhỏ biến mất trong đám lau sậy bên bờ.",Bỗng,"De pronto apareció [MASK] entre los matorrales, tan en silencio como se mueve un oso al acecho. La garza castigó el aire con sus alas, se alzó fuera del agua y voló río abajo. La culebrita se deslizó entre los juncos de la orilla.",Garza,"moves. as the flew the in silently air itself of among brush, appeared and bear off jacked pounded with out wings, heron and at creeping snake slid down the its side. The a river. water the Suddenly The came of little [MASK] pool’s the clear he as reeds",Frog,"çırptı, bir uçarak üstünde kaçtı. kıyının kanat yılan, sazları sonra derenin Balıkçı gibi [MASK], Birdenbire ayı ilerliyordu. kayboldu. sessizce bir arasında çıkıp Küçük sudan Sürünen hoplayışta çıktı. fundalıktan",Balıkçı,"đám lau mặt nó Nó là như mình ra. vỗ trên rậm đám Con tuôn lén con và đi, cánh, sông. gấu Con mất lên, [MASK] trong lắc Bỗng, khỏi bên từ hiện biến tiến rắn đang sậy bay bò. diệc nước bụi lút bờ. một nhỏ rồi lên",Con,"la garza De el culebrita deslizó La acecho. los de entre orilla. mueve fuera voló matorrales, [MASK] entre con se castigó aire sus los tan río se y se pronto alzó oso un apareció juncos La abajo. en agua del alas, silencio como al",Culebra
"[MASK] came quietly to the pool’s edge. He knelt down and drank, barely touching his lips to the water. When a little bird skittered over the dry leaves behind him, his head jerked up and he strained toward the sound with eyes and ears until he saw the bird, and then he dropped his head and drank again.",Man,"[MASK], sakin sakin dere kenarına yaklaştı. Dizçöküp dudaklarını hafifçe suya değdirerek içmeye başladı. Küçük bir kuş, arkasında dalları çıtırdatınca birden kaşını kaldırdı, gözlerini açıp kulak kabarttı. Kuşu görünce başını eğdi, tekrar içmeye koyuldu.",Kişi,"[MASK] lặng bước lại gần bờ nước. Nó quỳ xuống và uống nước, khẽ chạm môi vào mặt nước. Đột nhiên đằng sau lưng có tiếng xào xạc vì một con chim nhỏ đi qua, nó ngẩng phắt đầu lên, mắt chăm chú nhìn và tai lắng nghe cho tới khi nó nhận ra con chim. Tức thì nó lại cúi đầu xuống nước và tiếp tục uống.",Người,"[MASK] se acercó silenciosamente al borde de la laguna. Se arrodilló y bebió, tocando apenas el agua con los labios. Cuando un pajarito corrió a saltos por las hojas secas a su espalda, irguió de repente la cabeza y buscó el origen del sonido con ojos y oídos hasta que vio el ave, luego volvió a inclinar la cabeza y a beber.",Ella,"again. and knelt to the leaves the saw ears edge. dropped lips pool’s the quietly drank he He jerked behind sound toward his over until eyes his came his he strained barely the bird, touching up dry down he skittered and When and to bird [MASK] then head head drank, him, with and and little water. a the",Bird,"açıp kaşını birden değdirerek eğdi, dalları çıtırdatınca dudaklarını kenarına Küçük tekrar kaldırdı, Dizçöküp bir kuş, sakin sakin hafifçe [MASK], içmeye başını başladı. kulak suya Kuşu kabarttı. arkasında görünce içmeye dere yaklaştı. koyuldu. gözlerini",Küçük,"thì lặng chim mặt vào uống. và bờ xuống đằng đầu đi và qua, và Đột quỳ khẽ tiếng nó nó nước. đầu nước, nó một môi chạm phắt xào nhận con Tức có xạc tục uống ngẩng nước. con chú cúi xuống lại nhỏ sau tới khi [MASK] lưng cho tai nghe Nó nước lên, vì chăm nhìn lại bước gần ra mắt nhiên chim. lắng tiếp",Chim,"sonido y y Cuando apenas los que de acercó buscó ave, el a silenciosamente oídos Se un saltos hojas luego inclinar su a pajarito origen cabeza y vio espalda, ojos labios. hasta el bebió, el arrodilló al agua secas cabeza corrió a repente beber. volvió con la las de [MASK] la a por del y la borde irguió laguna. se con tocando",pajarito
"“Tend rabbits,” it said scornfully. “You crazy bastard. You ain’t fit to lick the boots of no rabbit. You’d forget ’em and let ’em go hungry. That’s what you’d do. An’ then what would [MASK] think?”",the rabbits,"""Tavşanlara bakacakmış! Şu aptala da bak. Onların tırnağı olamazsın sen be. Onları unutur, açlıktan öldürürsün. Yapıp yapacağın budur senin. [MASK] ne der sonra sana?""",Kişi,"- Nuôi thỏ à? Mày đần thấy mẹ. Mày liếm chân cho chúng cũng không xứng nữa là. Rồi mày quên, mày để cho chúng chết đói. Đấy, nuôi với nấng. Rồi bác [MASK] bác biểu cho mày?",Bác Thị,"—Cuidar los conejos —dijo burlonamente—. Eres tan chiflado que no sirves ni para lustrar las botas de un conejo. Los olvidarías y les dejarías pasar hambre. Eso es lo que harías. Y entonces, ¿qué pensaría [MASK]?",[MASK],"scornfully. what ’em it go said let to no [MASK] would That’s then rabbit. “Tend lick of “You hungry. and do. the ain’t boots fit rabbits,” you’d forget An’ You’d what ’em think?” bastard. You crazy",Rabbit,"olamazsın ne budur da aptala sen be. [MASK] senin. sonra der Şu bak. tırnağı Yapıp yapacağın ""Tavşanlara öldürürsün. bakacakmış! sana?"" Onları unutur, açlıktan Onların",Şu,"nữa Đấy, Mày đần quên, xứng - chúng mày Rồi với mẹ. mày à? bác chết mày? cũng thấy cho chúng không đói. Nuôi để thỏ [MASK] cho nấng. liếm nuôi chân biểu Rồi Mày bác là. cho",Mày,"las chiflado Eso no de un [MASK]? tan conejos ni botas ¿qué es harías. burlonamente—. —dijo que lo y conejo. Los les entonces, Eres olvidarías dejarías que Y —Cuidar hambre. los para pensaría sirves pasar lustrar",Conejo
"[MASK] shook himself. He said woodenly, “If I was alone I could live so easy.” His voice was monotonous, had no emphasis. “I could get a job an’ not have no mess.” He stopped.",Tom,"[MASK] silkindi, sonra isteksiz bir edayla başladı: Tatsız monoton bir sesle söylüyordu: ""Kendime iş bulurdum, hiçbir zaman başım derde girmezdi. Durdu.",Kemal,"[MASK] chuyển người và nói một cách miễn cưỡng: - Nếu tao một thân một mình, đâu có đến nỗi vất vả thế này. Nó nói với giọng nhợt nhạt, buôn tẻ: - Tao có thể kiếm việc làm dễ dàng và không khi nào bị rắc rối. Nó ngừng lại.",Tao,"[MASK] se estremeció. Luego dijo, quedo: —Si estuviera solo podría vivir tan bien... —Su voz era monótona—. Podría conseguir un empleo y no pasar apuros. —Se detuvo aquí.",Juan,"woodenly, could He so get emphasis. an’ live I a He no not have no “I mess.” was [MASK] His was shook voice had monotonous, stopped. alone could I said easy.” job himself. “If",He,"iş ""Kendime isteksiz söylüyordu: hiçbir Tatsız girmezdi. monoton bir [MASK] silkindi, sonra sesle bulurdum, başladı: bir başım zaman Durdu. derde edayla",Tatsız,"không một làm tao và nói có và vất giọng chuyển cưỡng: miễn Nếu Tao nói một nhợt dễ thế có tẻ: dàng Nó lại. với mình, cách nhạt, kiếm buôn vả Nó rắc khi người rối. đâu việc - nỗi này. - một [MASK] bị thân đến ngừng thể nào",Ngọc,"voz empleo —Se [MASK] dijo, estuviera aquí. tan y conseguir monótona—. un podría —Su Podría se pasar era no bien... Luego —Si vivir apuros. detuvo estremeció. quedo: solo",Se
"[MASK] said, “Guys like us got no fambly. They make a little stake an’ then they blow it in. They ain’t got nobody in the worl’ that gives a hoot in hell about ’em—”",Buck,"[MASK] dedi ki: ""Bizim gibi adamların kimi kimsesi yoktur. Biraz para biriktirir, sonra hepsini birden harcarlar. Onları düşünecek bir kimseleri yoktur.",Kimsesiz,"[MASK] tiếp: - Dân cày như mình, không gia đình tứ-cố-vô-thân. Làm được ít tiền là ăn xài cho kỳ hết. Chẳng có đếch ai trên đời này để ý tới họ cả…",Dân cày,—Los hombres como nosotros —empezó [MASK] no tienen familia. Ganan un poco de dinero y lo gastan. No tienen en el mundo nadie a quien le importe un bledo lo que les ocurra...,[MASK],"fambly. a gives make about little in nobody blow worl’ hell then hoot they ain’t got a “Guys an’ said, stake us it in no got ’em—” They the like [MASK] in. They that",Nobody,"biriktirir, para bir kimseleri yoktur. hepsini harcarlar. Onları gibi [MASK] kimsesi dedi ""Bizim Biraz ki: adamların sonra kimi birden yoktur. düşünecek",Onları,"được đếch Chẳng - đình để tới ai tứ-cố-vô-thân. không gia như là mình, tiền hết. Dân cho Làm họ [MASK] kỳ cả… ít ăn có này đời xài trên tiếp: ý cày",Lâm,hombres poco No dinero Ganan como a mundo un bledo en familia. lo el nadie un les lo tienen quien importe no gastan. le —empezó de [MASK] —Los que y nosotros tienen ocurra...,Juan
"[MASK] removed his hat dutifully and laid it on the ground in front of him. The shadow in the valley was bluer, and the evening came fast. On the wind the sound of crashing in the brush came to them.",John,"[MASK] kuzu gibi itaat ederek şapkasını çıkardı, onune yere koydu. Vadide ortalık gitgide mavileşiyor, karanlık gitgide artıyordu. Rüzgar, onlara çiğnenen dalların çıkardığı sesi getirdi.",Kara,"Ngoan ngoãn, [MASK] bỏ mũ ra và đặt xuống đất trước chỗ ngồi. Trong thung lũng bóng chiều trở nên xẫm hơn, và màn đêm xuống nhanh. Gió đem lại tiếng chân xéo trong lùm cây.",Ngoan,"[MASK] se quitó obedientemente el sombrero y lo dejó en la tierra, frente a sí. Más azul estaba ahora la sombra en el valle, y la noche se acercaba velozmente. Llevado por el viento llegó a ellos el sonido de pisadas en los matorrales.",Juan,"was shadow the removed and wind in front ground sound dutifully laid of the the fast. valley [MASK] The evening and it of On on them. the the came bluer, in came brush in his to hat him. crashing the",Shadow,"çıkardığı çiğnenen çıkardı, karanlık mavileşiyor, Vadide getirdi. ortalık yere [MASK] dalların gitgide artıyordu. kuzu onune sesi ederek onlara gitgide koydu. gibi itaat Rüzgar, şapkasını",Kurt,"[MASK] màn bỏ trong tiếng ngồi. trở Trong lại lùm và đất ngoãn, mũ xuống trước Gió và lũng nên nhanh. chiều xéo cây. xẫm thung đem chỗ bóng ra Ngoan xuống chân đêm hơn, đặt",Ngoan,"quitó el matorrales. estaba por la en los de sombra acercaba a lo ahora pisadas y llegó Llevado azul noche la viento sonido se en y frente obedientemente sombrero dejó Más el ellos el la a el en tierra, sí. [MASK] velozmente. se valle,",Juan
"[MASK] shivered and looked at the gun, and then he threw it from him, back up on the bank, near the pile of old ashes.",John,"[MASK] titredi ve silahına baktı, sonra onu kıyıda çok uzaklara, o eski kül yığınının bulunduğu yere fırlattı.",Kral,"[MASK] rùng mình và nhìn khẩu súng, lôi nó quăng ra đằng sau thật xa trên bờ, gần đống tro cũ.",Ngọc,"[MASK] tuvo un temblor y miró el arma, y luego la arrojó lejos de sí, cerca de la orilla, junto al montón de cenizas viejas.",Elena,"bank, him, back [MASK] near looked shivered gun, from he old and and the threw then it at the the on ashes. of up pile",John,"yere sonra uzaklara, fırlattı. bulunduğu kül ve yığınının o titredi eski çok [MASK] kıyıda baktı, silahına onu",Kral,"và đống rùng đằng thật bờ, lôi khẩu mình tro [MASK] xa gần nó quăng sau trên ra cũ. nhìn súng,",Ngọc,"la y de [MASK] un tuvo la al arma, viejas. temblor lejos y junto cerca sí, arrojó de miró luego orilla, montón cenizas el de",Toledo
