en_first_half,en_second_half,en_word_count,en_results_raw,vi_first_half,vi_second_half,vi_word_count,vi_results_raw,es_first_half,es_second_half,es_word_count,es_results_raw,tr_first_half,tr_second_half,tr_word_count,tr_results_raw
She looked at this photo for a long time. There was something vaguely unsettling about the way Rasheed seemed to loom over the woman. His hands on her,"shoulders. His savoring, tight-lipped smile and her unsmiling, sullen face. The way her body tilted forward subtly, as though she were trying to wriggle free of his hands.",56,completion,Cô nhìn bức ảnh này lâu hơn một chút. Cô cảm thấy một nỗi lo lắng mơ hồ về cái cách mà Rasheed dường như áp chế người đàn bà. Hai tay ông đặt lên vai chị,"ta. Ông cười mãn nguyện, môi căng ra, còn chị ta không cười, khuôn mặt ủ ê. Cái cách mà chị ta hơi nghiêng người về phía trước như thể đang muốn lẩn tránh hai bàn tay ông.",75,completion,"Contempló la foto mucho rato. El modo en que Rashid parecía imponerse sobre la mujer le causaba un vago desasosiego. Por sus manos, que se apoyaban en los hombros de ella. Por la forma en","que sonreía, recreándose, con los dientes apretados, y la expresión sombría de su esposa. Por el modo en que el cuerpo de ella se inclinaba sutilmente hacia delante, como si tratara de evitar el contacto.",70,completion>,"Fotoğrafa uzun uzun baktı. Raşit’in kadının tepesinde dikiliş biçiminde, belli belirsiz de olsa, rahatsız edici bir yan vardı. Elleri kadının omuzlarında.","Yüzünde o kendine özgü, ağzı sımsıkı kapalı tebessümü. Kadının gülümsemeyen, asık yüzü, hafifçe öne eğilmiş bedeni; silkinmek, erkeğin ellerinden kurtulmak ister gibi.",43,completion
"She found Rasheed in the toolshed, pounding nails into a plank of wood.","When he saw her, he removed a nail from the corner of his mouth.",27,completion,"Cô thấy Rasheed ở gian để dụng cụ, đang đóng đinh vào một tấm gỗ. Khi","nhìn thấy cô, ông ta bỏ chiếc đinh đang ngậm ở một bên khóe miệng ra.",32,completion,"Encontró a Rashid en el cobertizo de las herramientas, claveteando una tabla de madera.","Cuando la vio, Rashid se quitó un clavo de la comisura de la boca.",28,completion,Raşit’i alet edevat kulübesinde buldu; kalın bir tahta,"parçasına çivi çakıyordu. Kızı görünce, ağzının kenarındaki çiviyi çıkardı.",17,Raşit’i alet edevat kulübesinde buldu; kalın bir tahta
"At the house, Rasheed covered her with a quilt when she lay","on the couch, but there was a stiff, perfunctory air about this gesture.",25,completion,"Về đến nhà, Rasheed đắp chăn cho cô khi cô đang nằm trên","giường, nhưng có gì đó cứng nhắc và chiếu lệ trong hành động ấy.",27,completion,"En casa, Rashid la tapó con una colcha cuando ella","se tumbó en el sofá, pero su gesto era envarado, maquinal.",21,completion,"Evde, kanepeye uzanınca Raşit onun üzerine bir battaniye örttü, ama bu hareketinde","bile katı, baştan savma bir hava vardı; yalnızca bir formaliteyi yerine getirir gibi.",25,"Raşit'in amacı, onu soğuktan korumak değil, belki de onunla daha fazla zaman geçirmekti. Battaniyeyi örttükten sonra, Raşit sessizce odadan çıktı ve bir süre sonra geri döndü. Bu sefer, bir kitap getirdi ve kanepenin yanına oturdu. Kitabı okumaya başladı ve Raşit, sessizce oturup onu izledi. Bu, Raşit'in, Evde, kanepeye uzanınca Raşit onun üzerine bir battaniye örttü, ama bu hareketinde komutuna bir cevap gibi görünüyordu. Raşit'in amacı, onu soğuktan korumak değil, belki de onunla daha fazla zaman geçirmekti. Battaniyeyi örttükten sonra, Raşit sessizce odadan çıktı ve bir süre sonra geri döndü. Bu sefer, bir kitap getirdi ve kanepenin yanına oturdu. Kitabı okumaya başladı ve Raşit, sessizce oturup onu izledi. Bu, Raşit'in, Evde, kanepeye uzanınca Raşit onun üzerine bir battaniye örttü, ama bu hareketinde komutuna bir cevap gibi görünüyordu. Raşit'in amacı, onu soğuktan korumak değil, belki de onunla daha fazla zaman geçirmekti. Battaniyeyi örttükten sonra, Raşit sessizce odadan çıktı ve bir süre sonra geri döndü. Bu sefer, bir kitap getirdi ve kanepenin yanına oturdu. Kitabı okumaya başladı ve Raşit, sessizce oturup onu izledi. Bu, Raşit'in, Evde, kanepeye uzanınca Raşit onun üzerine bir battaniye örttü, ama bu hareketinde komutuna bir cevap gibi görünüyordu. Raşit'in amacı, onu soğuktan korumak değil, belki de onunla daha fazla zaman geçirmekti. Battaniyeyi örttükten sonra, Raşit sessizce odadan çıktı ve bir süre sonra geri döndü. Bu sefer, bir kitap getirdi ve kanepenin yanına oturdu. Kitabı okumaya başladı ve Raşit, sessizce oturup onu izledi. Bu, Raşit'in, Evde, kanepeye uzanınca Raşit onun üzerine bir battaniye örttü, ama bu hareketinde komutuna bir cevap gibi görünüyordu. Raşit'in amacı, onu soğuktan korumak değil, belki de onunla daha fazla zaman geçirmekti. Battaniyeyi örttükten sonra, Raşit sessizce odadan çıktı ve bir süre sonra geri döndü. Bu sefer, bir kitap getirdi ve kanepenin yanına oturdu. Kitabı okumaya başladı ve Raşit, sessizce oturup onu izledi. Bu, Raşit'in, Evde, kanepeye uzanınca Raşit onun üzerine bir battaniye örttü, ama bu hareketinde komutuna bir cevap gibi görünüyordu. Raşit'in amacı, onu soğuktan korumak değil, belki de onunla daha fazla zaman geçirmekti. Battaniyeyi örttükten sonra, Raşit sessizce odadan çıktı ve bir süre sonra geri döndü. Bu sefer, bir kitap getirdi ve kanepenin yanına oturdu. Kitabı okumaya başladı ve Raşit, sessizce oturup onu izledi. Bu, Raşit'in, Evde, kanepeye uzanınca Raşit onun üzerine bir battaniye örttü, ama bu hareketinde komutuna bir cevap gibi görünüyordu. Raşit'in amacı, onu soğuktan korumak değil, belki de onunla daha fazla zaman geçirmekti. Battaniyeyi örttükten sonra, Raşit sessizce odadan çıktı ve bir süre sonra geri döndü. Bu sefer, bir kitap getirdi ve kanepenin yanına oturdu. Kitabı okumaya başladı ve Raşit, sessizce oturup onu izledi. Bu, Raşit'in, Evde, kanepeye uzanınca Raşit onun üzerine bir battaniye örttü, ama bu hareketinde komutuna bir cevap gibi görünüyordu. Raşit'in amacı, onu soğuktan korumak değil, belki de onunla daha fazla zaman geçirmekti. Battaniyeyi örttükten sonra, Raşit sessizce odadan çıktı ve bir süre sonra geri"
"""We'll take care of her, Laila jan,"" one of the women said with an air of self-importance. Laila had been to funerals before where she had","seen women like this, women who relished all things that had to do with death, official consolers who let no one trespass on their self-appointed duties.",52,completion,"“Chúng ta sẽ chăm sóc bà ấy, Laila à,” một người đàn bà ra vẻ trịch thượng nói. Trước kia, Laila đã từng dự nhiều lễ tang nơi mà cô bé đã nhìn thấy những người đàn bà","giống như vậy, những người đàn bà ưa thích các thủ tục cần làm với người đã chết, những kẻ an ủi chính thức và không cho phép ai xâm phạm đến nhiệm vụ tự giao của họ.",76,completion,"–Nosotros nos ocuparemos de ella, Laila yan -señaló una de las mujeres con aire de suficiencia. Laila había asistido a funerales en los que había mujeres como","aquéllas, mujeres que disfrutaban con todo lo que se relacionaba con la muerte, consoladoras oficiales que no permitían que nadie se entrometiera en lo que consideraban su deber.",55,completion>,"“Biz onunla ilgileniriz, Leyla can dedi kadınlardan biri, kendini önemseyen bir edayla. Leyla daha önce de cenazelere katılmış, aynen bunlar gibi","kadınlar görmüştü; ölüme ilişkin her şeyin hakkını doyasıya veren, kendi tayin ettikleri görev sahasına hiç kimsenin dalmasına izin vermeyen, resmi avutucular.",42,completion
"It was Tariq who was real, flesh and blood. Tariq, who taught her cusswords in Pashto, who liked salted clover leaves, who frowned and","made a low, moaning sound when he chewed, who had a light pink birthmark just beneath his left collarbone shaped like an upside-down mandolin.",48,completion,"Chính Tariq mới là người thực, con người bằng xương bằng thịt. Tariq, người đã dạy cô bé những lời thề bằng tiếng Pashto, người thích ăn món cỏ ba lá ướp","muối, người lúc nào cũng nhăn mặt và rên lên khe khẽ khi nhai, người có một vết bớt hồng nhạt ngay dưới xương đòn trái hình một cây đàn mandolin lộn ngược.",65,completion,"Sólo Tariq era real, de carne y hueso. Tariq le había enseñado palabrotas en pastún. A Tariq le gustaban las hojas de trébol con sal, y fruncía el ceño","y emitía un pequeño gemido cuando masticaba, y debajo de la clavícula izquierda tenía una marca de nacimiento rosada que recordaba la forma de una mandolina vuelta del revés.",58,completion,"Var olan, etiyle kanıyla gerçek olan, Tarık’tı. Ona Peştun dilinde küfürler öğreten, tuzlu yonca yapraklarına bayılan, çiğnerken suratını buruşturup","inlemeyi andıran, alçak bir ses çıkaran, sol köprücükkemiğinin hemen altında, ters mandolin biçiminde, uçuk pembe bir doğum lekesi olan Tarık.",39,"gözlerini kısan, bir zamanlar bir çocuğun masum gülüşünü hatırlatan, ama şimdi acımasız bir savaşın kurbanı olan bir adamdı. Tarık, etrafındaki dünyayı anlamaya çalışırken, kendi kimliğini ve amacını keşfetmeye çalışıyordu. Bu arayış, onu hem kendi geçmişiyle hem de içinde bulunduğu toplumun karmaşık gerçekleriyle yüzleşmeye zorluyordu. Tarık'ın hikayesi, bir yandan da insan doğasının en iyi ve en kötü yönlerini ortaya çıkarıyordu."
There was a wedding scene near the end. The captain had relented and let Alyona,marry the first mate. The newlyweds were smiling at each other. Everyone was drinking vodka.,30,completion,Có một cảnh đám cưới ở gần cuối phim. Thuyền trưởng động lòng thương và đã cho phép Alyona được cưới,viên thuyền phó. Đôi vợ chồng mới cưới nhìn nhau mỉm cười. Tất cả mọi người đều uống rượu vodka chúc mừng.,43,completion,Hacia el final había una escena de boda. Finalmente el capitán había acabado cediendo y,permitía que Alyona se casara con el primer oficial. Los novios se sonreían. Todos bebían vodka.,31,"completó su compromiso con la joven, y aunque la ceremonia fue breve y sencilla, la alegría y la emoción que se reflejaban en los rostros de los invitados eran palpables. La pareja, rodeada de familiares y amigos, intercambió promesas de amor y fidelidad, sellando así su unión en un día que quedaría grabado en sus memorias para siempre.","Sonlara doğru bir düğün sahnesi vardı. Kaptan baba sonunda yumuşamış, Alyona’nın",ikinci kaptanla evlenmesine razı olmuştu. Yeni evliler birbirine gülümsemekteydi. Herkes votka içiyordu.,23,"sevgilisini kabul etmişti. Alyona, babasının bu ani değişimine şaşırmış, ancak mutluluğu"
"""If I everdo get married,"" Tariq said, ""they'll have to make room for three on","the wedding stage. Me, the bride, and the guy holding the gun to my head.""",30,completion,"“Nếu như có bao giờ tớ phải làm đám cưới,” Tariq nói, “thì họ sẽ phải để đủ chỗ","cho ba người đứng trên bục kết hôn. Tớ, cô dâu và một người cầm súng chĩa vào đầu tớ.",39,completion,"–Y si algún día me casara -añadió Tariq-, tendrán que hacer sitio para tres.","La novia, yo y el tipo que me apunte a la cabeza con una pistola.",29,completion,"“Olur ha, evlenirsem,” dedi Tarık, “nikâhın kıyıldığı sahnede üç kişilik yer","hazırlamaları gerekecek. Ben, gelin, bir de başıma tabanca dayayan adam için.”",22,"completion: ""Olur ha, evlenirsem,"" dedi Tarık, ""nikâhın kıyıldığı sahnede üç kişilik yer ayırtırım, ama bu sefer de bir sürü sorun çıkar. Çünkü ben, bir kadınla evlenmeyi düşünürken, o da başka biriyle evlenmeyi düşünür. Bu yüzden, bu işin sonu hüsranla biter. Ama yine de, bu düşüncelerimi kimseye söylemeyeceğim, çünkü bu düşüncelerimi kimseye söyleyemem."""
"""What happened to him I heard from one of the nurses,"" Abdul Sharif resumed, tapping his chest with a fist as if to ease the passage of the pill. ""With all the time I've spent in Peshawar, I've become pretty proficient in Urdu. Anyway, what I gathered was that your friend was in a lorry full of refugees, twenty-three of","them, all headed for Peshawar. Near the border, they were caught in cross fire. A rocket hit the lorry. Probably a stray, but you never know with these people, you never know. There were only six survivors, all of them admitted to the same unit. Three died within twenty-four hours. Two of them lived-sisters, as I understood it-and had been discharged.",121,completion>,"“Tôi được nghe một y tá kể về chuyện đã xảy ra với cậu ấy,” Abdul Sharif lại tiếp tục, trong khi bàn tay đấm đấm lên ngực như để cho viên thuốc trôi xuống dễ hơn. “Nhờ thời gian ở Peshawar, tôi đã trở nên khá thành thạo tiếng Urdu. Dù sao, theo những gì tôi hiểu thì bạn cô đã ở trên một chiếc xe tải chở đầy người tị nạn, hai mươi người, tất cả bọn họ đều trên đường tới Peshawar. Tới gần biên giới, họ","bị kẹt giữa một cuộc giao tranh. Một quả rocket đã bắn trúng chiếc xe tải. Có lẽ là đạn lạc, nhưng các cô không thể biết được thực sự chuyện gì đã xảy ra với những người này, các cô không bao giờ biết được. Chỉ có sáu người sống sót, tất cả đều được đưa về cùng một khu. Ba người chết trong vòng hai mươi tư giờ. Hai người còn sống - là hai chị em, theo tôi hiểu là vậy - và đã được xuất viện.",180,completion,"–Una de las enfermeras me contó lo que le había ocurrido -prosiguió Abdul Sharif al tiempo que se daba golpes en el pecho con el puño, como tratando de facilitar el paso de la pastilla-. Con la de veces que he estado en Peshawar, he aprendido bastante bien el urdu. El caso es que me contó que tu amigo se encontraba en un camión lleno de refugiados, veintitrés exactamente, que se","dirigían a Peshawar. Cerca de la frontera, se vieron atrapados en un fuego cruzado. Un misil dio en el camión. Seguramente era uno perdido, pero nunca se sabe con esa gente, nunca se sabe. Sólo hubo seis supervivientes y a todos los ingresaron en la misma unidad del hospital. Tres personas murieron en las veinticuatro horas siguientes. Dos de ellas se recuperaron, dos hermanas, según creo, y les dieron el alta.",142,completion,"“Başına geleni, bir hemşireden öğrendim,” diye sürdürdü Abdül Şerif, hapın geçişini kolaylaştırmak istercesine göğsüne hafif hafif vurarak. “Peşaver’de onca zaman geçirdikten sonra, Urduca’yı epeyce söktüm tabii. Her neyse, edindiğim bilgiye göre, arkadaşın sığınmacılarla dolu bir kamyondaymış, toplam yirmi üç kişi; istikamet Peşaver. Sınıra yakın bir","yerde, çapraz ateşte kalmışlar. Kamyona bir roket isabet etmiş. Muhtemelen serseri bomba, ama bilinmez tabii, bu insanlarla hiçbir şeyden emin olamazsın ki. Sadece altı kişi kurtulmuş, hepsi de aynı koğuşa yatırılmış. Üçü, yirmi dört saat içinde ölmüş. İki tanesi -yanılmıyorsam, iki kız kardeş- düzelip taburcu olmuş.",91,completion>
And suddenly Mariam knew that her suspicions were right. She understood with a dread that was like a,blinding whack to the side of her head that what she was witnessing was nothing less than a courtship.,37,completion,Rồi đột nhiên Mariam biết rằng những nghi ngờ của cô đều đúng. Cô hiểu ra với nỗi sợ hãi như bị một cú,đấm thình lình giáng vào bên đầu rằng những gì cô vừa chứng kiến chính là một sự ve vãn không hơn không kém.,48,completion,"Y de repente Mariam comprendió que sus sospechas eran ciertas. Comprendió, con un miedo que la asaltó","como un terrible y doloroso mazazo, que estaba presenciando nada más y nada menos que un cortejo.",34,"comprendió, con un miedo que la asaltó, que el hombre que había visto en la calle era, en efecto, el amante de su madre, y que su presencia en la ciudad no era casualidad. La verdad era tan impactante que Mariam no pudo evitar sentirse abrumada por la culpa y la vergüenza, sintiendo que su vida entera se había convertido en un torbellino de secretos y mentiras. La sombra de la sospecha se cernía sobre ella, y Mariam se dio cuenta de que su mundo, que hasta entonces había sido tan simple y claro, se había vuelto un laberinto de incertidumbre y desconfianza.","Sonra, birden, Meryem kuşkularında haklı olduğunu anlayıverdi. Gerçek, kafasının yan tarafına inen, kör","edici bir darbeden farksızdı: Gözlerinin önünde sahnelenen şey bir ayartına, kur yapma oyunuydu.",26,completion
"""You,"" Rasheed said to the girl, ""you, on the other hand, would be a Benz. A brand-new, first-class, shiny Benz.Wah wah. But. But."" He raised one greasy index finger. ""One must take certain…cares…with a Benz. As a","matter of respect for its beauty and craftsmanship, you see. Oh, you must be thinking that I am crazy,diwana, with all this talk of automobiles. I am not saying you are cars. I am merely making a point.""",75,completion>,"“Còn em,” Rasheed nói với cô gái, “em thì ngược lại, em là một chiếc xe Benz. Một chiếc Benz mới tinh, đẳng cấp và bóng loáng. Wah wah. Nhưng. Nhưng,” ông ta giơ ngón tay trỏ nhờn mỡ lên. “Người ta cần phải có... những sự quan tâm nhất định... đối với một chiếc xe Benz.","Đó là vấn đề về sự coi trọng vẻ đẹp và sự tinh tế của nó, em thấy đấy. Ồ, có thể em đang nghĩ tôi như thể bị điên, diwana, khi cứ huyên thuyên về các loại xe. Tôi không nói hai người là những chiếc xe hơi. Tôi chỉ đang giải thích vấn đề thôi.”",114,completion,"–Tú -dijo Rashid a la muchacha-, tú en cambio serías un Benz. Un Benz nuevo y reluciente de primera categoría. Wá, wá. Pero… -Alzó un grasiento dedo índice-. Un Benz merece ciertos… cuidados.","Por respeto a su belleza y su excelente manufactura, ¿entiendes? Oh, debes de pensar que estoy loco, diwana, con toda esta charla sobre automóviles. No digo que seáis coches, sólo era un ejemplo.",66,completion,"“Sen,” dedi Raşit kıza, “sense bir Benz olurdun. Yepyeni, birinci sınıf, gıcır gıcır bir Benz. Vay vay. Ama. Ama...” Yağlı işaretparmağını kaldırdı. “İnsan bir Benz’e... bayağı özen göstermeli.","Güzelliğine ve işçiliğine duyduğu saygıdan, anlıyor musun? Gözü gibi bakmalı. Ah, bu araba laflarına bakıp deli olduğumu düşünüyorsundur, divane olduğumu. Sizin otomobil olduğunuzu söylemiyorum, elbette. Yalnızca bir noktayı vurguluyorum.",57,completion
"But thinking of Tariq was treacherous because, before she could stop, she saw him lying on a bed, far from home, tubes piercing his burned body. Like the bile that","kept burning her throat these days, a deep, paralyzing grief would come rising up Laila's chest. Her legs would turn to water. She would have to hold on to something.",60,completion,"Nhưng trước khi cô có thể dừng những ý nghĩ về Tariq lại, chúng đã phản bội cô, khiến cô nhìn thấy Tariq đang nằm trên một chiếc giường, ở một nơi nào rất xa, những cái ống xiên vào cơ thể cháy đen của","anh. Cùng với sự khó chịu đang thiêu đốt cổ họng cô những ngày này, một sự cay đắng sâu thẳm dồn ứ lên trong ngực Laila. Đôi chân cô như tan thành nước. Cô phải vịn vào một thứ gì đó mới đứng vững nổi.",91,completion,"Pero recordar a Tariq era peligroso porque, sin poder remediarlo, enseguida lo veía tumbado en una cama, lejos de casa, con tubos atravesándole el cuerpo quemado. Una profunda congoja","le oprimía entonces el pecho, dejándola paralizada, al tiempo que la bilis le quemaba la garganta. Las piernas le fallaban y tenía que buscar un asidero para no caer.",58,completion,"Ama Tarık’ı düşünmek tehlikeliydi, çünkü, kendini durdurmasına kalmadan, onu hastane yatağında yatarken görüyordu, evinden çok uzaklarda, yanmış bedeni tüplerle delik deşik. Tıpkı son","günlerde genzini yakıp duran balgam gibi, felç eden, elini kolunu bağlayan bir acı gelip göğsüne yerleşiyordu. Bacakları pelteleşiyordu. Mutlaka bir şeye tutunması gerekiyordu.",46,completion>
"Two days later, Laila woke up in the morning and found a stack of baby clothes, neatly folded, outside her bedroom door. There was a twirl dress with little pink fishes","sewn around the bodice, a blue floral wool dress with matching socks and mittens, yellow pajamas with carrot-colored polka dots, and green cotton pants with a dotted ruffle on the cuff.",62,completion,"Hai ngày sau, khi Laila tỉnh dậy vào sáng sớm, cô nhìn thấy một chồng quần áo trẻ con được gấp gọn gàng và đặt ở cửa phòng ngủ của cô. Có một chiếc váy với những hình vân và con cá được thêu trên thân trước, một","chiếc váy len màu xanh da trời với tất và găng tay cùng màu, một bộ pyjama màu vàng với những chấm nhỏ màu cà rốt và một cái quần trẻ em màu xanh lá cây bằng vải bông với những diềm xếp nếp chấm bi ở gấu.",96,completion,"Dos días más tarde, Laila se despertó por la mañana y encontró una pila de ropa de bebé pulcramente doblada en la puerta del dormitorio. Había un vestido con falda de vuelo y pececitos rosas en","el cuerpo; un vestido de lana azul con estampado de flores, con calcetines y guantes a juego; un pijama amarillo con lunares naranjas y unos pantalones de algodón verdes con volantes de lunares en las vueltas.",72,completion,"İki gün sonra, Leyla sabah kalkınca, kapısının önünde düzgünce katlanmış bir deste bebek kıyafeti buldu. Göğüs kısmına minik, pembe balıklar dikilmiş, kloş bir elbise; mavi çiçekli,","yünlü bir elbiseyle ona uygun çoraplar ve parmaksız, torba eldivenler; havuç rengi benekleri olan sarı bir pijama ve paçalarına puanlı fırfır geçirilmiş, yeşil, pamuklu bir pantolon.",52,completion
"Laila rose to her feet. ""I know it's chilly outside, but what","do you say we sinners have us a cup ofchai in the yard?""",25,completion,"Laila đứng dậy. “Tôi biết ngoài kia trời rất lạnh, nhưng chị nói sao nếu",những kẻ tội lỗi chúng ta cùng ra ngoài sân thưởng thức một chén chai nhỉ?”,31,"completion: Tôi biết ngoài kia trời rất lạnh, nhưng chị nói sao nếu tôi đứng dậy và đánh bỏ tất cả các bình phương của mình, thì tôi sẽ có thể tìm thấy một đường đi mà không cần giữ cảm giác vì cảm giác không thể giữ mình khỏi những đau đớn mà tôi đang đứng trước.","Laila se puso en pie. –Sé que fuera hace fresco, pero ¿qué","te parece si nosotras, pecadoras, tomamos una taza de chai en el patio?",25,completion,"Leyla ayağa kalktı. “Dışarısı serin biliyorum, ama biz iki","günahkâr bahçeye çıkıp birer çay içelim mi, ne dersin?",18,"completion: Leyla ayağa kalktı. “Dışarısı serin biliyorum, ama biz iki kişiyiz ve bu soğuk havada dışarıda kalmak istemiyorum. İçeri girmek için kapıyı açtığında, Leyla'nın gözleri kapının önündeki karla kaplı bahçeye takıldı. Bahçenin ortasında, bir zamanlar yeşil ve canlı olan çimenlerin üzerinde, şimdiyse karla kaplı bir ağaç vardı. Leyla'nın aklına, bahçenin eskiden nasıl göründüğü ve şimdi nasıl göründüğü arasındaki fark geldi. Bu düşüncelerle, Leyla kapıyı açtı ve içeri girdi."
"For a week, the fighting forced even Rasheed to stay home. He locked the door to the yard, set booby traps, locked the front door too and barricaded it with the couch. He","paced the house, smoking, peering out the window, cleaning his gun, loading and loading it again. Twice, he fired his weapon into the street claiming he'd seen someone trying to climb the wall.",66,completion,"Trong suốt một tuần, cuộc giao chiến buộc cả Rasheed cũng phải ở nhà. Ông ta khóa cửa ra sân, cài những cái bẫy, khóa cả cửa trước và dùng đi văng chặn lại. Ông ta đi lại","trong nhà, hút thuốc, nhìn ra ngoài cửa sổ, lau súng và lên đạn hết lần này đến lần khác. Hai lần ông ta nổ súng ra đường, cho rằng có kẻ nào đó đang cố trèo lên tường.",77,completion,"Durante una semana, los combates obligaron incluso a Rashid a permanecer en casa. Atrancó el portón, puso bombas trampa en el patio, cerró la puerta principal y formó una barricada desde el interior con el sofá. Luego se dedicó a pasear","por la casa fumando, a mirar por la ventana y a limpiar su pistola, que cargaba una y otra vez. En dos ocasiones disparó a la calle con la excusa de que había visto a alguien tratando de trepar por el muro.",83,completion,"Bir hafta boyunca, çatışmalar Raşit’i bile evde kalmaya zorladı. Bahçe kapısını sürgüledi, bubi tuzakları kurdu, evin kapısını kilitledi, arkasına kanepeyi dayayıp barikat yaptı. Evin içinde","sigara içerek volta atıyor, gidip camdan bakıyor, tabancasını temizleyip dolduruyor, bir daha dolduruyordu, iki kez, duvara tırmanmaya çalışan birini gördüğünü ileri sürerek sokağa ateş etti.",50,completion
